processed,prod_ID,category
hormel chili without bean,25,Other Vegetables
hormel dried beef,34,Beef (beef herd)
hormel real bacon bit,37,Pig Meat
horseradish,23,Root Vegetables
horseradish cheddar cheese,40,Cheese
horseradish cream,23,Root Vegetables
horseradish mustard,23,Root Vegetables
horseradish root,23,Root Vegetables
horseradish sauce,23,Root Vegetables
hot banana pepper,25,Other Vegetables
hot bean paste,10,Other Pulses
hot chicken broth,38,Poultry Meat
hot chicken stock,38,Poultry Meat
hot chili bean,10,Other Pulses
hot chili flake,25,Other Vegetables
hot chili oil,25,Other Vegetables
hot chili paste,25,Other Vegetables
hot chili pepper,25,Other Vegetables
hot chili powder,25,Other Vegetables
hot chili sauce,25,Other Vegetables
hot chinese chili paste,25,Other Vegetables
hot chocolate mix,33,Dark Chocolate
hot chocolate powder,33,Dark Chocolate
hot coffee,32,Coffee
hot cross bun,1,Wheat & Rye (Bread)
hot dog bun,1,Wheat & Rye (Bread)
hot green chili pepper,25,Other Vegetables
hot green pepper,25,Other Vegetables
hot italian ham,37,Pig Meat
hot pepper,25,Other Vegetables
hot red chili pepper,25,Other Vegetables
hot red chili pepper flake,25,Other Vegetables
hot red pepper,25,Other Vegetables
hot salsa,25,Other Vegetables
house cheese,40,Cheese
hubbard squash,25,Other Vegetables
huckleberry,29,Berries & Grapes
hungry jack big flaky refrigerated biscuit,1,Wheat & Rye (Bread)
ice cream,39,Milk
ice cream sandwich,39,Milk
iceberg lettuce,25,Other Vegetables
iceberg lettuce leaf,25,Other Vegetables
icing sugar,8,Cane Sugar
idaho baking potato,6,Potatoes
idaho potato,6,Potatoes
imported bittersweet chocolate,33,Dark Chocolate
injera bread,1,Wheat & Rye (Bread)
instant apple and cinnamon oatmeal,4,Oatmeal
instant apple cider drink mix,28,Apples
instant beef bouillon,34,Beef (beef herd)
instant brown rice,5,Rice
instant chicken bouillon,38,Poultry Meat
instant chicken bouillon granule,38,Poultry Meat
instant chicken broth,38,Poultry Meat
instant chocolate drink mix,33,Dark Chocolate
instant cinnamon and spice oatmeal,4,Oatmeal
instant coffee,32,Coffee
instant coffee creamer,39,Milk
instant coffee crystal,32,Coffee
instant coffee granule,32,Coffee
instant coffee powder,32,Coffee
instant decaffeinated coffee,32,Coffee
instant dry milk powder,39,Milk
instant espresso coffee powder,32,Coffee
instant garlic,23,Root Vegetables
instant malted milk powder,39,Milk
instant maple and brown sugar oatmeal,8,Cane Sugar
instant mashed potato,6,Potatoes
instant milk,39,Milk
instant minced garlic,23,Root Vegetables
instant minced onion,22,Onions & Leeks
instant mocha coffee powder,32,Coffee
instant oat,4,Oatmeal
instant oatmeal,4,Oatmeal
instant onion,22,Onions & Leeks
instant plain oatmeal,4,Oatmeal
instant potato flake,6,Potatoes
instant rice,5,Rice
instant roasted garlic mashed potato,6,Potatoes
instant tang orange drink,26,Citrus Fruit
irish potato,6,Potatoes
italian bread,1,Wheat & Rye (Bread)
italian breadcrumb,1,Wheat & Rye (Bread)
italian cheese,40,Cheese
italian cheese and herb cooking creme,40,Cheese
italian cheese blend,40,Cheese
italian cut green bean,10,Other Pulses
italian olive oil,20,Olive Oil
italian pepper,25,Other Vegetables
italian plum,31,Other Fruit
italian plum tomato,21,Tomatoes
italian salad kit,25,Other Vegetables
italian salad mix,25,Other Vegetables
italian seasoned breadcrumb,1,Wheat & Rye (Bread)
italian stewed tomato,21,Tomatoes
italian tomato,21,Tomatoes
italian tomato paste,21,Tomatoes
italian tomato soup,21,Tomatoes
italian vegetable,24,Brassicas
jackfruit,31,Other Fruit
jalapeno bean dip,10,Other Pulses
jalapeno cheddar cheese,40,Cheese
jalapeno cheddar cheese dip,40,Cheese
jalapeno cornbread mix,2,Maize (Meal)
jalapeno cream cheese,40,Cheese
jalapeno havarti cheese,40,Cheese
jalapeno jack cheese,40,Cheese
jalapeno pepper,25,Other Vegetables
jalapeno pepper cheese,40,Cheese
jalapeno pepper cheese spread,40,Cheese
jalapeno pepper diced tomato,21,Tomatoes
jalapeno-cheddar sourdough bread,40,Cheese
japanese cucumber,25,Other Vegetables
japanese eggplant,25,Other Vegetables
japanese pumpkin,25,Other Vegetables
jarlsberg cheese,40,Cheese
jasmine rice,5,Rice
jellied cranberry sauce,29,Berries & Grapes
jelly bean,10,Other Pulses
jerusalem artichoke,25,Other Vegetables
jicama,23,Root Vegetables
jif crunchy peanut butter,13,Groundnuts
jiffy corn muffin mix,2,Maize (Meal)
jiffy cornbread mix,2,Maize (Meal)
jonathan apple,28,Apples
jumbo egg,41,Eggs
jumbo egg yolk,41,Eggs
jumbo shrimp,43,Shrimps (farmed)
juniper berry,29,Berries & Grapes
kabocha squash,25,Other Vegetables
kaffir lime,26,Citrus Fruit
kaffir lime leaf,26,Citrus Fruit
kaffir lime zest,26,Citrus Fruit
kahlua hazelnut,12,Nuts
kale,24,Brassicas
kale leaf,24,Brassicas
karo light corn syrup,2,Maize (Meal)
kashmiri chili powder,25,Other Vegetables
kashmiri chily,25,Other Vegetables
kasseri cheese,40,Cheese
kefalograviera cheese,40,Cheese
kernel corn,2,Maize (Meal)
key lime,26,Citrus Fruit
key lime juice,26,Citrus Fruit
key lime pie yogurt,39,Milk
key lime yogurt,39,Milk
key lime zest,26,Citrus Fruit
"key limes, juice of",26,Citrus Fruit
kidney bean,10,Other Pulses
kidney beans in chili sauce,25,Other Vegetables
king oyster mushroom,25,Other Vegetables
king salmon,42,Fish (farmed)
kingfish,42,Fish (farmed)
kipfler potato,6,Potatoes
kippered herring fillet,42,Fish (farmed)
kirby cucumber,25,Other Vegetables
kitchen twine,30,Wine
kiwi,31,Other Fruit
kiwi fruit,31,Other Fruit
kohlrabi,24,Brassicas
kosher salt & ground black pepper,25,Other Vegetables
kumquat,26,Citrus Fruit
kumquat puree,26,Citrus Fruit
lactose-free milk,39,Milk
lager beer,3,Barley (Beer)
lamb,35,Beef (dairy herd)
lamb backstrap,35,Beef (dairy herd)
lamb bone,35,Beef (dairy herd)
lamb breast,35,Beef (dairy herd)
lamb chop,35,Beef (dairy herd)
lamb cutlet,35,Beef (dairy herd)
lamb fillet,35,Beef (dairy herd)
lamb gravy,35,Beef (dairy herd)
lamb leg chop,35,Beef (dairy herd)
lamb leg steak,35,Beef (dairy herd)
lamb loin,35,Beef (dairy herd)
lamb loin chop,35,Beef (dairy herd)
lamb mince,35,Beef (dairy herd)
lamb neck,35,Beef (dairy herd)
lamb neck chop,35,Beef (dairy herd)
lamb rack,35,Beef (dairy herd)
lamb rib,35,Beef (dairy herd)
lamb rib chop,35,Beef (dairy herd)
lamb roast,35,Beef (dairy herd)
lamb shank,35,Beef (dairy herd)
lamb shoulder,35,Beef (dairy herd)
lamb steak,35,Beef (dairy herd)
lamb stew meat,35,Beef (dairy herd)
lamb stock,35,Beef (dairy herd)
lamb stock cube,35,Beef (dairy herd)
lamb tenderloin,35,Beef (dairy herd)
lambs kidney,35,Beef (dairy herd)
lambs lettuce,25,Other Vegetables
lambsquarter,35,Beef (dairy herd)
lancashire cheese,40,Cheese
lard,37,Pig Meat
lardon,37,Pig Meat
large curd cottage cheese,40,Cheese
large egg,41,Eggs
large egg white,41,Eggs
large egg yolk,41,Eggs
large raw shrimp,43,Shrimps (farmed)
large refrigerated biscuit,1,Wheat & Rye (Bread)
large shrimp,43,Shrimps (farmed)
large unpeeled shrimp,43,Shrimps (farmed)
large-curd cottage cheese,40,Cheese
las palmas green chili sauce,25,Other Vegetables
laughing cow cheese,40,Cheese
laughing cow light garlic and herb cheese,40,Cheese
laughing cow light swiss cheese,40,Cheese
lavash bread,1,Wheat & Rye (Bread)
lavender sugar,8,Cane Sugar
lawry's seasoned pepper,25,Other Vegetables
le seuer pea,11,Peas
leaf lettuce,25,Other Vegetables
leafy green,25,Other Vegetables
lean bacon,37,Pig Meat
lean baked ham,37,Pig Meat
lean beef,34,Beef (beef herd)
lean beef chuck,34,Beef (beef herd)
lean beef chuck roast,34,Beef (beef herd)
lean beef round,34,Beef (beef herd)
lean chicken,38,Poultry Meat
lean flank steak,34,Beef (beef herd)
lean ground beef,34,Beef (beef herd)
lean ground chicken,38,Poultry Meat
lean ground lamb,35,Beef (dairy herd)
lean ground pork,37,Pig Meat
lean ground turkey,38,Poultry Meat
lean ham,37,Pig Meat
lean hamburger,34,Beef (beef herd)
lean lamb,35,Beef (dairy herd)
lean lamb fillet,35,Beef (dairy herd)
lean lamb stew meat,35,Beef (dairy herd)
lean leg of lamb,35,Beef (dairy herd)
lean pork,37,Pig Meat
lean pork chop,37,Pig Meat
lean pork loin,37,Pig Meat
lean pork roast,37,Pig Meat
lean pork shoulder,37,Pig Meat
lean pork sparerib,37,Pig Meat
lean roast beef,34,Beef (beef herd)
lean round steak,34,Beef (beef herd)
lean salt pork,37,Pig Meat
lean sirloin steak,34,Beef (beef herd)
lean steak,34,Beef (beef herd)
lean stewing beef,34,Beef (beef herd)
lean turkey breast,38,Poultry Meat
lebanese bread,1,Wheat & Rye (Bread)
lebanese cucumber,25,Other Vegetables
leek,22,Onions & Leeks
leek soup mix,22,Onions & Leeks
leek white,22,Onions & Leeks
leg of lamb,35,Beef (dairy herd)
lemon,26,Citrus Fruit
lemon & herb seasoning,26,Citrus Fruit
lemon balm,26,Citrus Fruit
lemon balm leaf,26,Citrus Fruit
lemon basil,26,Citrus Fruit
lemon butter,26,Citrus Fruit
lemon concentrate,26,Citrus Fruit
lemon cucumber,26,Citrus Fruit
lemon curd,26,Citrus Fruit
lemon essence,26,Citrus Fruit
lemon extract,26,Citrus Fruit
lemon grass root,23,Root Vegetables
lemon jelly,26,Citrus Fruit
lemon jelly crystal,26,Citrus Fruit
lemon juice,26,Citrus Fruit
lemon juice concentrate,26,Citrus Fruit
lemon leaf,26,Citrus Fruit
lemon liqueur,26,Citrus Fruit
lemon marmalade,26,Citrus Fruit
lemon myrtle,26,Citrus Fruit
lemon oil,26,Citrus Fruit
lemon olive oil,20,Olive Oil
lemon peel,26,Citrus Fruit
lemon peel strip,26,Citrus Fruit
lemon pepper,26,Citrus Fruit
lemon pepper seasoning,26,Citrus Fruit
lemon rind,26,Citrus Fruit
lemon salt,26,Citrus Fruit
lemon sherbet,39,Milk
lemon slice,26,Citrus Fruit
lemon slouse,26,Citrus Fruit
lemon sorbet,31,Other Fruit
lemon syrup,26,Citrus Fruit
lemon thyme,26,Citrus Fruit
lemon thyme leaf,26,Citrus Fruit
lemon twist,26,Citrus Fruit
lemon verbena,26,Citrus Fruit
lemon verbena leaf,26,Citrus Fruit
lemon vinaigrette,26,Citrus Fruit
lemon vodka,26,Citrus Fruit
lemon wedge,26,Citrus Fruit
lemon yogurt,39,Milk
lemon zest,26,Citrus Fruit
"lemon, juice and rind of",26,Citrus Fruit
"lemon, juice and zest of",26,Citrus Fruit
"lemon, juice of",26,Citrus Fruit
"lemon, rind of",26,Citrus Fruit
"lemon, zest of",26,Citrus Fruit
lemon-infused olive oil,20,Olive Oil
lemon-lime sherbet,39,Milk
lemon-pepper seasoning,26,Citrus Fruit
lemoning,26,Citrus Fruit
"lemons, juice and rind of",26,Citrus Fruit
"lemons, juice and zest of",26,Citrus Fruit
"lemons, juice of",26,Citrus Fruit
"lemons, rind of",26,Citrus Fruit
"lemons, zest of",26,Citrus Fruit
lentil,10,Other Pulses
lentil soup,10,Other Pulses
lentil sprout,10,Other Pulses
lettuce,25,Other Vegetables
lettuce cup,25,Other Vegetables
lettuce green,25,Other Vegetables
lettuce head,25,Other Vegetables
lettuce leaf,25,Other Vegetables
libby's canned pumpkin,25,Other Vegetables
licorice root,23,Root Vegetables
light beer,3,Barley (Beer)
light bread,1,Wheat & Rye (Bread)
light brown sugar,8,Cane Sugar
light cane sugar,8,Cane Sugar
light cheddar cheese,40,Cheese
light cheese,40,Cheese
light cheese whiz,40,Cheese
light cherry pie filling,31,Other Fruit
light chicken broth,38,Poultry Meat
light chive & onion cream cheese,40,Cheese
light chocolate syrup,33,Dark Chocolate
light chunk tuna in water,42,Fish (farmed)
light coconut cream,31,Other Fruit
light coconut milk,31,Other Fruit
light corn syrup,2,Maize (Meal)
light cottage cheese,40,Cheese
light cranberry juice,29,Berries & Grapes
light cream cheese,40,Cheese
light cream cheese spread,40,Cheese
light demerara sugar,8,Cane Sugar
light fruit pectin,31,Other Fruit
light hamburger bun,1,Wheat & Rye (Bread)
light jarlsberg cheese,40,Cheese
light kidney bean,10,Other Pulses
light monterey jack cheese,40,Cheese
light mozzarella cheese,40,Cheese
light muscovado sugar,8,Cane Sugar
light olive oil,20,Olive Oil
light peach yogurt,39,Milk
light peanut butter,13,Groundnuts
light processed cheese,40,Cheese
light ricotta cheese,40,Cheese
light rye bread,1,Wheat & Rye (Bread)
light rye flmy,1,Wheat & Rye (Bread)
light soymilk,14,Soymilk
light strawberry yogurt,39,Milk
light tuna in olive oil,20,Olive Oil
light vanilla ice cream,39,Milk
light vanilla soymilk,14,Soymilk
light vanilla yogurt,39,Milk
light vegetable oil,19,Rapeseed Oil
light vegetable oil spread,19,Rapeseed Oil
light vegetable stock,24,Brassicas
light virgin olive oil,20,Olive Oil
light whole wheat bread,1,Wheat & Rye (Bread)
light-brown sugar,8,Cane Sugar
lima bean,10,Other Pulses
lime,26,Citrus Fruit
lime cordial,26,Citrus Fruit
lime curd,26,Citrus Fruit
lime juice,26,Citrus Fruit
lime juice concentrate,26,Citrus Fruit
lime marmalade,26,Citrus Fruit
lime oil,26,Citrus Fruit
lime peel,26,Citrus Fruit
lime pepper,25,Other Vegetables
lime rind,26,Citrus Fruit
lime segment,26,Citrus Fruit
lime seltzer water,26,Citrus Fruit
lime sherbet,39,Milk
lime slice,26,Citrus Fruit
lime slouse,26,Citrus Fruit
lime sorbet,31,Other Fruit
lime twist,26,Citrus Fruit
lime wedge,26,Citrus Fruit
lime yogurt,39,Milk
lime zest,26,Citrus Fruit
"lime, juice and zest of",26,Citrus Fruit
"lime, juice of",26,Citrus Fruit
"lime, rind of",26,Citrus Fruit
"lime, zest of",26,Citrus Fruit
limeade,26,Citrus Fruit
"limes, juice and rind of",26,Citrus Fruit
"limes, juice and zest of",26,Citrus Fruit
"limes, juice of",26,Citrus Fruit
"limes, zest of",26,Citrus Fruit
lingonberry,29,Berries & Grapes
lingonberry jam,29,Berries & Grapes
lingonberry preserve,29,Berries & Grapes
lingonberry sauce,29,Berries & Grapes
liquid creamer,39,Milk
liquid egg product,41,Eggs
liquid fruit pectin,31,Other Fruit
liquid garlic,23,Root Vegetables
liquorice allsort,5,Rice
lite evaporated milk,39,Milk
lite firm tofu,15,Tofu
lite olive oil,20,Olive Oil
lite silken firm tofu,15,Tofu
locatelli cheese,40,Cheese
loin lamb,35,Beef (dairy herd)
london broil beef,34,Beef (beef herd)
long bean,10,Other Pulses
long crusty bread,1,Wheat & Rye (Bread)
long grain and wild rice blend,5,Rice
long grain and wild rice mix,5,Rice
long grain brown rice,5,Rice
long grain rice,5,Rice
long grain white rice,5,Rice
long-grain minute rice,5,Rice
long-grain rice,5,Rice
long-grain white rice,5,Rice
longhorn cheese,40,Cheese
low-moisture part-skim mozzarella cheese,40,Cheese
lumpfish caviar,42,Fish (farmed)
lumps of sugar,8,Cane Sugar
lychee,31,Other Fruit
lychee juice,31,Other Fruit
m&m's,33,Dark Chocolate
m&m's chocolate baking bit,33,Dark Chocolate
m&m's peanut chocolate candy,33,Dark Chocolate
m&m's plain chocolate candy,33,Dark Chocolate
macadamia nut,12,Nuts
macaroni & cheese dinner mix,40,Cheese
macaroni and cheese,40,Cheese
macaroni and cheese mix,40,Cheese
macaroni and white cheddar cheese mix,40,Cheese
macaroni shells and cheese,40,Cheese
mackerel,42,Fish (farmed)
mackerel fillet,42,Fish (farmed)
mackerel in olive oil,20,Olive Oil
mackerel in tomato sauce,42,Fish (farmed)
madeira wine,30,Wine
mahi mahi,42,Fish (farmed)
mahi mahi fillet,42,Fish (farmed)
mahi mahi steak,42,Fish (farmed)
malibu coconut liqueur,31,Other Fruit
malt biscuit,1,Wheat & Rye (Bread)
malted milk ball,39,Milk
manchego cheese,40,Cheese
mandarin juice,26,Citrus Fruit
mandarin liqueur,26,Citrus Fruit
mandarin orange,26,Citrus Fruit
mandarin orange juice,26,Citrus Fruit
mandarin orange liquid,26,Citrus Fruit
mandarin orange piece,26,Citrus Fruit
mandarin orange section,26,Citrus Fruit
mandarin orange segment,26,Citrus Fruit
mandarin oranges in juice,26,Citrus Fruit
mandarin oranges in light syrup,26,Citrus Fruit
mandarin segment,26,Citrus Fruit
mandarin vodka,26,Citrus Fruit
mange-touts pea,11,Peas
mango,31,Other Fruit
mango chutney,31,Other Fruit
mango ice cream,31,Other Fruit
mango juice,31,Other Fruit
mango liqueur,31,Other Fruit
mango nectar,31,Other Fruit
mango peach salsa,31,Other Fruit
mango powder,31,Other Fruit
mango pulp,31,Other Fruit
mango puree,31,Other Fruit
mango salsa,31,Other Fruit
mango sorbet,31,Other Fruit
mango yogurt,39,Milk
mangoes in syrup,31,Other Fruit
manouri cheese,40,Cheese
maple bacon,37,Pig Meat
maple ham,37,Pig Meat
maple sugar,8,Cane Sugar
maraschino cherry,31,Other Fruit
maraschino cherry juice,31,Other Fruit
marbled cheddar and swiss cheese,40,Cheese
marbled rye bread,1,Wheat & Rye (Bread)
marie biscuit,1,Wheat & Rye (Bread)
marinated artichoke,25,Other Vegetables
marinated artichoke heart,25,Other Vegetables
marinated fresh mozzarella balls in oil,40,Cheese
marinated mushroom,25,Other Vegetables
marinated tofu,15,Tofu
marlin steak,34,Beef (beef herd)
marrowfat pea,11,Peas
marsala wine,30,Wine
masa corn flmy,2,Maize (Meal)
mascarpone cheese,40,Cheese
mashed banana,27,Bananas
mashed potato,6,Potatoes
mashed sweet potato,23,Root Vegetables
mature cheddar cheese,40,Cheese
maui onion,22,Onions & Leeks
maytag blue cheese,40,Cheese
mccormick mild chili seasoning,25,Other Vegetables
mccormick potato topper,6,Potatoes
mccormick salad supreme seasoning,25,Other Vegetables
mcintosh apple,28,Apples
medium cheddar,40,Cheese
medium firm tofu,15,Tofu
medium grain rice,5,Rice
"medium heads bibb or red leaf lettuce, washed, dried* and torn into piece",25,Other Vegetables
medium hot salsa,25,Other Vegetables
medium raw shrimp,43,Shrimps (farmed)
medium rye flmy,1,Wheat & Rye (Bread)
medium sharp cheddar,40,Cheese
medium shrimp,43,Shrimps (farmed)
medium-grain white rice,5,Rice
medium-sized shrimp,43,Shrimps (farmed)
mesquite deli turkey,38,Poultry Meat
mexican blend cheese,40,Cheese
mexican cheese,40,Cheese
mexican cheese blend,40,Cheese
mexican chili bean,10,Other Pulses
mexican chili powder,25,Other Vegetables
mexican chocolate,33,Dark Chocolate
mexican cornbread mix,2,Maize (Meal)
mexican rice,5,Rice
mexican tomato,21,Tomatoes
mexican tomato sauce,21,Tomatoes
mexicorn,2,Maize (Meal)
mexicorn whole kernel corn,2,Maize (Meal)
meyer lemon,26,Citrus Fruit
meyer lemon zest,26,Citrus Fruit
microwave kettle popcorn,2,Maize (Meal)
microwave popcorn,2,Maize (Meal)
mild cheddar cheese,40,Cheese
mild cheese,40,Cheese
mild chili pepper,25,Other Vegetables
mild chili powder,25,Other Vegetables
mild green chili,25,Other Vegetables
mild green chily,25,Other Vegetables
mild red onion,22,Onions & Leeks
mild salsa,25,Other Vegetables
milk,39,Milk
milk chocolate,33,Dark Chocolate
milk chocolate and caramel swirled morsel,33,Dark Chocolate
milk chocolate brownie mix,33,Dark Chocolate
milk chocolate candy,33,Dark Chocolate
milk chocolate chip,33,Dark Chocolate
milk chocolate frosting,33,Dark Chocolate
milk chocolate kis,33,Dark Chocolate
milk chocolate kiss,33,Dark Chocolate
milk chocolate liqueur,33,Dark Chocolate
milk chocolate melt,33,Dark Chocolate
milk chocolate piece,33,Dark Chocolate
milk dud,39,Milk
milk shredded cheddar cheese,40,Cheese
milk shredded mozzarella cheese,40,Cheese
milky way bar,39,Milk
milnot condensed milk,39,Milk
minced beef,34,Beef (beef herd)
minced chicken,38,Poultry Meat
minced fresh garlic clove,23,Root Vegetables
minced garlic clove,23,Root Vegetables
minced ginger,23,Root Vegetables
mint chocolate,33,Dark Chocolate
mint chocolate chip,33,Dark Chocolate
mint chocolate chip ice cream,33,Dark Chocolate
mint creme-filled chocolate sandwich cookies,33,Dark Chocolate
minute brown rice,5,Rice
minute rice,5,Rice
minute steak,34,Beef (beef herd)
minute tapioca,7,Cassava
minute white rice,5,Rice
mix for beef pastum,34,Beef (beef herd)
mixed baby green,25,Other Vegetables
mixed baby lettuces and spring green,25,Other Vegetables
mixed berry,29,Berries & Grapes
mixed candied fruit,31,Other Fruit
mixed cheese,40,Cheese
mixed dried berry,29,Berries & Grapes
mixed dried fruit,31,Other Fruit
mixed fruit,31,Other Fruit
mixed glace fruit,31,Other Fruit
mixed grain bread,1,Wheat & Rye (Bread)
mixed green,25,Other Vegetables
mixed green and yellow bean,10,Other Pulses
mixed mushroom,25,Other Vegetables
mixed nut,12,Nuts
mixed nuts and dried fruit,31,Other Fruit
mixed pepper,25,Other Vegetables
mixed salad green,25,Other Vegetables
mixed vegetable,24,Brassicas
mixed-grain hamburger bun,1,Wheat & Rye (Bread)
mizithra cheese,40,Cheese
mocha coffee,32,Coffee
mocha instant coffee,32,Coffee
mochiko sweet rice flmy,5,Rice
moist coconut,31,Other Fruit
monkfish,42,Fish (farmed)
monkfish fillet,42,Fish (farmed)
monkfish steak,42,Fish (farmed)
montasio cheese,40,Cheese
monterey jack and cheddar cheese blend,40,Cheese
monterey jack and colby cheese,40,Cheese
monterey jack cheese,40,Cheese
monterey jack cheese cube,40,Cheese
monterey jack pepper cheese,40,Cheese
montreal chicken seasoning,38,Poultry Meat
montreal roasted garlic chicken seasoning,38,Poultry Meat
mori-nu firm lite tofu,15,Tofu
mountain bread,1,Wheat & Rye (Bread)
mountain pepper,25,Other Vegetables
mozzarella,40,Cheese
mozzarella cheddar blend cheese,40,Cheese
mozzarella cheese,40,Cheese
mozzarella cheese cube,40,Cheese
mozzarella string cheese,40,Cheese
mozzarella-cheddar blend cheese,40,Cheese
mozzarella-parmesan cheese blend,40,Cheese
mozzarella-provolone cheese blend,40,Cheese
muenster cheese,40,Cheese
mulberry,29,Berries & Grapes
multi-grain bread,1,Wheat & Rye (Bread)
multi-grain hamburger bun,1,Wheat & Rye (Bread)
multicolored sugar nonpareil,8,Cane Sugar
multigrain bread,1,Wheat & Rye (Bread)
mung bean,10,Other Pulses
mung bean noodle,10,Other Pulses
mung bean sprout,10,Other Pulses
muscat wine,30,Wine
muscovado sugar,8,Cane Sugar
mushroom,25,Other Vegetables
mushroom and green pepper spaghetti sauce,25,Other Vegetables
mushroom beef gravy,34,Beef (beef herd)
mushroom broth,25,Other Vegetables
mushroom cap,25,Other Vegetables
mushroom gravy,25,Other Vegetables
mushroom gravy mix,25,Other Vegetables
mushroom liquid,25,Other Vegetables
mushroom piece,25,Other Vegetables
mushroom soup,25,Other Vegetables
mushroom soup mix,25,Other Vegetables
mushroom stem,25,Other Vegetables
mushroom stems and piece,25,Other Vegetables
mushroom stock,25,Other Vegetables
mushroom tortellini,25,Other Vegetables
mustard green,24,Brassicas
mutton,35,Beef (dairy herd)
mutton bone,35,Beef (dairy herd)
mutton chop,35,Beef (dairy herd)
mutton neck,35,Beef (dairy herd)
mutton rib,35,Beef (dairy herd)
mutton shank,35,Beef (dairy herd)
mutton shoulder,35,Beef (dairy herd)
mutton stock,35,Beef (dairy herd)
mutton stock cube,35,Beef (dairy herd)
naan bread,1,Wheat & Rye (Bread)
nacho cheese,40,Cheese
nacho cheese dip,40,Cheese
nacho cheese dorito,40,Cheese
nacho cheese soup,40,Cheese
napa cabbage,24,Brassicas
napa cabbage leaf,24,Brassicas
natural almond,12,Nuts
natural applesauce,28,Apples
natural cane sugar,8,Cane Sugar
navel orange,26,Citrus Fruit
"navel orange, juice of",26,Citrus Fruit
navy bean,10,Other Pulses
neapolitan ice cream,39,Milk
nestl chocolate morsel,33,Dark Chocolate
neufchatel cheese,40,Cheese
neufchatel cheese spread,40,Cheese
new mexico green chily,25,Other Vegetables
new mexico pepper,25,Other Vegetables
new potato,6,Potatoes
new york strip steak,34,Beef (beef herd)
no-added-salt tomato paste,21,Tomatoes
no-bean chili,10,Other Pulses
non-alcoholic beer,3,Barley (Beer)
non-creamy horseradish,23,Root Vegetables
non-dairy chocolate chip,33,Dark Chocolate
non-dairy milk substitute,39,Milk
nonstick spray coating,4,Oatmeal
northwest triple berry preserve,29,Berries & Grapes
nuoc cham sauce,37,Pig Meat
nut,12,Nuts
nut quick bread mix,1,Wheat & Rye (Bread)
o'brien frozen potato,6,Potatoes
o'brien potato,6,Potatoes
oat,4,Oatmeal
oat bran,4,Oatmeal
oat bran flmy,4,Oatmeal
oat bran hot cereal,4,Oatmeal
oat flmy,4,Oatmeal
oat milk,4,Oatmeal
oatmeal,4,Oatmeal
oatmeal bread,4,Oatmeal
oatmeal cookie mix,4,Oatmeal
oatmeal cookies,4,Oatmeal
oatmeal squares cereal,4,Oatmeal
oatnut bread,4,Oatmeal
oats and honey crunchy granola bar,4,Oatmeal
oaxaca cheese,40,Cheese
ocean perch fillet,42,Fish (farmed)
old cheddar cheese,40,Cheese
old english cheese,40,Cheese
old english cheese spread,40,Cheese
old fashioned oat,4,Oatmeal
old-fashioned oat,4,Oatmeal
old-fashioned oatmeal,4,Oatmeal
olive bread,1,Wheat & Rye (Bread)
olive oil,20,Olive Oil
olive oil margarine,20,Olive Oil
olive oil spread,20,Olive Oil
olive oil vinaigrette,20,Olive Oil
olive salad,25,Other Vegetables
olive-pimento cheese spread,40,Cheese
onion,22,Onions & Leeks
onion and garlic crouton,22,Onions & Leeks
onion and garlic powder,22,Onions & Leeks
onion and herb seasoning,22,Onions & Leeks
onion and mushroom soup mix,25,Other Vegetables
onion bagel,22,Onions & Leeks
onion dip,22,Onions & Leeks
onion dip mix,22,Onions & Leeks
onion flake,22,Onions & Leeks
onion gravy mix,22,Onions & Leeks
onion hamburger bun,1,Wheat & Rye (Bread)
onion juice,22,Onions & Leeks
onion mushroom dry soup mix,25,Other Vegetables
onion paste,22,Onions & Leeks
onion powder,22,Onions & Leeks
onion ring,22,Onions & Leeks
onion roasted garlic soup mix,22,Onions & Leeks
onion roll,22,Onions & Leeks
onion salt,22,Onions & Leeks
onion seed,22,Onions & Leeks
onion skin,22,Onions & Leeks
onion soup,22,Onions & Leeks
onion soup base,22,Onions & Leeks
onion soup mix,22,Onions & Leeks
onion top,22,Onions & Leeks
onion white,22,Onions & Leeks
orange,26,Citrus Fruit
orange bell pepper,25,Other Vegetables
orange bitter,26,Citrus Fruit
orange blossom honey,26,Citrus Fruit
orange blossom water,26,Citrus Fruit
orange brandy,26,Citrus Fruit
orange breakfast drink mix,26,Citrus Fruit
orange craisin,26,Citrus Fruit
orange curacao,26,Citrus Fruit
orange curd,26,Citrus Fruit
orange dried cranberry,26,Citrus Fruit
orange drink mix,26,Citrus Fruit
orange essence,26,Citrus Fruit
orange extract,26,Citrus Fruit
orange flower water,26,Citrus Fruit
orange food coloring,26,Citrus Fruit
orange jelly powder,26,Citrus Fruit
orange juice,26,Citrus Fruit
orange juice concentrate,26,Citrus Fruit
orange lentil,10,Other Pulses
orange liqueur,26,Citrus Fruit
orange marmalade,26,Citrus Fruit
orange oil,26,Citrus Fruit
orange peel,26,Citrus Fruit
orange pekoe tea bag,26,Citrus Fruit
orange pepper,25,Other Vegetables
orange pulp,26,Citrus Fruit
orange rind,26,Citrus Fruit
orange rind twist,26,Citrus Fruit
orange roughy,42,Fish (farmed)
orange roughy fillet,42,Fish (farmed)
orange section,26,Citrus Fruit
orange sherbet,39,Milk
orange slice,26,Citrus Fruit
orange slouse,26,Citrus Fruit
